STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,log_total_exp,log_federal_rev,log_state_rev,log_local_rev,log_instruction_exp,log_support_services_exp,log_other_exp,log_capital_outlay_exp
Rhode Island,2005,153596,1903472,145957,747359,1010156,1790591,1023496,616544,74850,20070,14.3980562909214,11.8910673367628,13.5243009376918,13.825615332336,13.8387347759176,13.3318849696805,11.2232413898478,9.90698144179038
South Carolina,2005,701176,6337711,639308,2832245,2866158,6572191,3134658,1903030,342107,938347,15.6983578204072,13.3681416203634,14.8565802413533,14.8684830149505,14.9580306351892,14.4589579107363,12.7428788326096,13.751875095613
South Dakota,2005,124862,1053504,176738,350316,526450,1059303,539413,316892,46872,124727,13.8731217026395,12.0824236889505,12.7665908832781,13.1739116392849,13.1982367902501,12.6663163008037,10.7551757612246,11.7338826278783
Tennessee,2005,940769,6806262,787269,2962151,3056842,7067521,4120045,1907907,378064,483208,15.7710203398932,13.576325273318,14.9014262515787,14.9328929148791,15.2313746435962,14.4615173876641,12.8428187724393,13.0882024817571
Texas,2005,4334611,37783715,4095588,13017433,20670694,40302144,18950703,10963041,1883727,5592231,17.5119152264943,15.2254208547049,16.3818000170883,16.8442275063241,16.7573515864299,16.2100402645019,14.4487628191602,15.5368888710555
Utah,2005,488055,3181279,326400,1729443,1125436,3188018,1632553,771298,241992,467720,14.9749099650495,12.6958789020721,14.3633099493141,13.933681074096,14.3056556051494,13.555830088894,12.3966599467412,13.0556251052543
Vermont,2005,92819,1628681,95016,1090494,443171,1634534,739981,392627,36577,63280,14.3068683063984,11.4618005774541,13.9021413625454,13.0017109790614,13.5143797891751,12.8806153307471,10.5071749065533,11.0553246024415
Virginia,2005,1203697,12182657,826830,4871813,6484014,12385157,6565022,3699703,510204,1180309,16.3320092974502,13.6253543906017,15.3989767050408,15.6848503209964,15.6972664168178,15.1237631041224,13.1425659247218,13.9812868265681
Washington,2005,1019925,9141383,796450,5588494,2756439,9399603,4629347,2692637,428619,1292543,16.0561780123058,13.5879196317228,15.5362203991739,14.829450187255,15.3479263793987,14.8060315687981,12.968323691417,14.0721221536701
West Virginia,2005,279456,2701056,329159,1607433,764464,2698703,1524187,852145,174265,137026,14.8082818451894,12.7042961956788,14.2901490545985,13.5469302136415,14.2369717111134,13.6555119791246,12.0683324081316,11.827925967826
Wisconsin,2005,869301,9584108,565072,4770290,4248746,9433502,5128207,2944041,382137,472358,16.0597779536442,13.2447084356379,15.3779176576622,15.2621344385387,15.4502666433826,14.8952936853644,12.8535344620367,13.0654924516475
Wyoming,2005,84146,1132160,106484,585789,439887,1033603,510498,324752,29657,158464,13.848561314483,11.5757500181035,13.2807149354596,12.9942731547292,13.1431419988515,12.6908170930974,10.2974534642513,11.9732827171642
Alabama,2006,743265,6364028,730112,3540436,2093480,6591429,3326656,1983482,485936,666550,15.7012807266741,13.5009532260138,15.0797604413677,14.5543383110162,15.0174781532016,14.5003644440277,13.0938322069683,13.4098704345418
Alaska,2006,132893,1625138,289855,918976,416307,1817656,871434,601197,58037,236931,14.4130583168935,12.577136076921,13.7310152856541,12.9391782478387,13.677895409577,13.3066779468285,10.9688360171715,12.3755242384875
Arizona,2006,947266,8084068,963600,3635388,3485080,7934177,3733989,2436340,392902,1143569,15.8866901888572,13.7784315497229,15.106226403281,15.064001557437,15.1329876571769,14.7060074711431,12.8813154958874,13.9496646316827
Arkansas,2006,472609,4247664,482038,3108910,656716,4343877,2265821,1297593,211065,449548,15.2842778252779,13.0857782280994,14.949782740407,13.3950069361277,14.6334477236282,14.0760215677541,12.2599214218905,13.0159979125097
California,2006,6295994,66302860,7421482,37439651,21441727,68722432,32387671,19079354,3259244,10047331,18.0455862250024,15.8198893256583,17.438240887949,16.880849441296,17.2932883836533,16.7641173659689,14.997005824609,16.1228175850595
Colorado,2006,778842,7295561,520673,3087795,3687093,7803324,3562901,2518038,298896,1024225,15.8700603547282,13.1628774845321,14.9429678019128,15.1203489006573,15.086085658628,14.7389905848149,12.6078509657803,13.8394467870077
Connecticut,2006,549744,8436197,388080,3148507,4899610,7982143,4406855,2354944,290868,603391,15.8927174797398,12.8689667829191,14.9624389301894,15.4046661680765,15.2986718410818,14.6720275059567,12.5806248349949,13.3103206901169
Delaware,2006,114371,1544615,109044,969809,465762,1646885,817872,467410,64658,227679,14.3143961827997,11.5995067494833,13.7848544238743,13.0514300530273,13.6144611241231,13.0549620958088,11.0768671197772,12.3356920211847
District of Columbia,2006,59616,1092863,127371,0,965492,1081887,478688,433933,39503,126807,13.8942172967055,11.7548593666953,-Inf,13.7803930949541,13.0788043071742,12.9806454232849,10.5841318973723,11.7504215245088
Florida,2006,2663973,25423686,2460004,10215772,12747910,26609155,12211602,7492039,1437303,4860930,17.0967658874703,14.7156735339235,16.1394433585128,16.3608778945635,16.3178970414116,15.8293515480852,14.1782789987841,15.3967403355948
Georgia,2006,1597682,16165924,1455212,7136011,7574701,15839227,8583817,4432252,708588,1930006,16.5780001426547,14.1906621524412,15.7806644947206,15.8403244366335,15.9653892443329,15.3044183649986,13.4710295364691,14.4730336696845
Hawaii,2006,182818,2705532,225393,2431735,48404,1939968,1077351,643718,143911,74988,14.4781820360581,12.3256008242049,14.7041155523154,10.7873377339179,13.8900158083354,13.3750160209867,11.8769503319275,11.2250833797171
Idaho,2006,258314,1875346,201040,1046128,628178,1903720,1027985,557225,82623,189807,14.4593204246957,12.2112591722175,13.8606062870572,13.3505788447794,13.8431111334511,13.2307243870744,11.3220433711122,12.1537630454052
Illinois,2006,2097585,22724326,1886721,7144629,13692976,22622323,11327481,7242674,818234,2021097,16.9344477201079,14.4503509596832,15.7818714435753,16.4323935585925,16.2427422781881,15.7955010331903,13.6149036382462,14.5191509912756
Indiana,2006,1026106,11578988,740036,5380185,5458767,11260755,5348450,3313154,424213,985099,16.2368342299377,13.5144541126457,15.4982333181639,15.5127334980431,15.4923173572692,15.0134111637514,12.9579909665649,13.8004974227179
Iowa,2006,483482,4898509,397290,2158255,2342964,4930613,2425326,1428006,215683,592789,15.41097387906,12.8924217715891,14.5848105827869,14.6669273524551,14.7014765063081,14.1717896235535,12.2815650161049,13.2925937967865
Kansas,2006,467279,4648920,340728,2640757,1667435,4439000,2378494,1345794,191458,358866,15.3059396838162,12.7388397840115,14.786576176444,14.3267970755024,14.681978072253,14.1124947314117,12.1624237423996,12.790704338739
Kentucky,2006,679621,6002056,680251,3439085,1882720,6112978,3082253,1830653,356721,686124,15.6259246101168,13.4302171266922,15.0507160055963,14.4482280976978,14.9411713810453,14.4201832917698,12.7847092426166,13.4388136483908
Louisiana,2006,648313,6780668,1276913,2814302,2689453,6032182,3167501,1962367,338521,454736,15.6126193606285,14.0599560042678,14.8502248314382,14.8048483851756,14.9684535068838,14.4896619556415,12.7323414078149,13.0274723097602
Maine,2006,195675,2381908,201447,947857,1232604,2381439,1376177,660506,101979,115871,14.6832154847863,12.2132815984758,13.7619589259772,14.0246395626778,14.1348199229238,13.4007614869305,11.5325221887168,11.6602327823155
Maryland,2006,860021,10697117,663284,4189334,5844499,10585292,5535192,3217615,448422,1037525,16.1749760483775,13.4049585334075,15.2480523293838,15.5810114349289,15.5266368118701,14.9841509598494,13.0134900323129,13.8523486271822
Massachusetts,2006,949951,14160242,749362,6175593,7235287,13503621,7613569,3989906,413514,904979,16.4184684296657,13.5269774568236,15.6361154682562,15.7944805855402,15.8454426080707,15.1992782296913,12.9324466501883,13.7156670179929
Michigan,2006,1714416,19714584,1524718,11172247,7017619,20626758,9400832,6627833,872945,1842154,16.8420997229162,14.2373200328914,16.2289433146463,15.7639345446804,16.0563087539617,15.7067884610736,13.6796278316916,14.4264460970801
Minnesota,2006,812040,9314477,558287,6368364,2387826,9671933,4818788,2317030,697359,1063443,16.0847387440402,13.2326284460551,15.6668531656768,14.6858938865183,15.3880330021252,14.655796751108,13.4550556217049,13.8770223155711
Mississippi,2006,493952,4279581,856762,2108733,1314086,4066036,2096028,1244115,243110,413302,15.2181791270417,13.6609154460584,14.5615978511619,14.0886519248957,14.5555546831125,14.0339349917385,12.4012692947934,12.931933839588
Missouri,2006,913765,8846493,740742,3830104,4275647,8654672,4483151,2619786,467463,758141,15.9736098487051,13.5154076655125,15.1584025148352,15.2684459939307,15.315836705372,14.778603193012,13.0550754801938,13.5386246631568
Montana,2006,145259,1375638,190226,626958,558454,1377599,753664,442662,56642,97873,14.1358526867552,12.1559681179635,13.3486348317255,13.2329275306257,13.5327019243283,13.0005617781262,10.9445060384787,11.491425998857
Nebraska,2006,285547,3107061,301764,948001,1857296,2867250,1570629,805633,128776,280954,14.8688639402268,12.6174005339067,13.7621108360889,14.4346322245092,14.2669867340336,13.5993835828047,11.7658297398861,12.5459462338478
Nevada,2006,412747,3691628,258814,2137351,1295463,4022979,1840698,1088646,119224,760380,15.2075332309332,12.4638649359727,14.575077769761,14.0743787181751,14.4256554054771,13.9004452801982,11.6887593556286,13.5415735873042
New Hampshire,2006,201044,2459051,130088,925677,1403286,2494247,1332640,696005,68406,201565,14.7294974380087,11.7759664235056,13.7382806406842,14.1543271872055,14.1026724951692,13.4531121231988,11.1332158190618,12.2138671889961
New Jersey,2006,1371155,23915685,982557,9540387,13392741,24177714,12309954,7892051,837293,2033738,17.0009418577387,13.7979136363099,16.0710446086394,16.4102234017219,16.3259187613543,15.881366608344,13.6379293479522,14.5253860370677
New Mexico,2006,326761,3094036,446994,2197044,449998,3099738,1500318,1016791,153346,385590,14.9468281497547,13.0103004506868,14.6026233784762,13.0169984172922,14.2211876436036,13.83216214752,11.9404520850809,12.8625299077723
New York,2006,2787366,47018793,3340216,20183518,23495059,48359774,29589517,11898562,1264799,3970683,17.6941789104162,15.0215460335205,16.8203768887167,16.9723007016885,17.202930701161,16.2919281104438,14.0504237742383,15.1944486781684
North Carolina,2006,1378306,11709885,1184622,6846954,3678309,11725031,6342589,3344466,618610,1052527,16.2772365162164,13.9849342943223,15.7393144398099,15.1179636936681,15.6627976026788,15.0228175975448,13.3352303046375,13.8667044974163
North Dakota,2006,98172,1008339,151248,348475,508616,1017084,513113,269235,68526,92963,13.8324502674901,11.9266761526652,12.7613217705981,13.1394485903821,13.1482513728009,12.5033398831604,11.1349685142787,11.4399568435099
Ohio,2006,1769200,20957714,1479925,8695982,10781807,20589584,10048571,6796495,852673,2177340,16.8402958748174,14.2075019687806,15.9783716378638,16.1933707346295,16.1229409933048,15.7319175960844,13.6561314001031,14.5936145062491
Oklahoma,2006,634468,5120286,654807,2570987,1894492,5094695,2437935,1677749,492085,436567,15.4437103602367,13.3920958147091,14.759800429837,14.4544612866818,14.7066619274702,14.332963571984,13.1064067447801,12.9866971361827
Oregon,2006,556185,5429145,516962,2737088,2175095,5386128,2834418,1803634,189427,319231,15.4993373173888,13.1557246498221,14.8224051394972,14.592582899712,14.8573471830636,14.4053140765379,12.1517590050123,12.6736702576367
Pennsylvania,2006,1752402,23950553,1794419,7973651,14182483,24195122,11675380,7025760,966663,2009924,17.001661600561,14.4001918506296,15.8916530387221,16.4675181695218,16.2729929091694,15.7650939523859,13.781605213178,14.5136074683751
Rhode Island,2006,150112,2004709,149493,797349,1057867,1983578,1120778,690355,80127,28706,14.5004128425899,11.9150048479742,13.5890477540209,13.8717651746137,13.9295336449757,13.444961237021,11.2913681549099,10.2648614391313
South Carolina,2006,699027,6752813,664113,3023114,3065586,7148083,3310899,2071441,366285,1128702,15.7823547668337,13.4062075947024,14.9217979839338,14.9357492999424,15.0127303116848,14.5437550583175,12.8111669978875,13.9365788578922
South Dakota,2006,121718,1086433,177452,355719,553262,1052315,552199,334845,48881,86227,13.8665030571175,12.0864554287916,12.7818963723098,13.2235869476916,13.2216637675385,12.7214230171676,10.7971440519013,11.3647386326651
Tennessee,2006,953514,7195519,793477,3097824,3304218,7395357,4248091,1995464,395656,573015,15.8163629288239,13.5841798330213,14.9462104874994,15.0107103920759,15.26198026352,14.5063871627169,12.8883004258408,13.2586671733647
Texas,2006,4450272,41142403,4735208,13503141,22904054,43394244,20299749,11672256,1980118,6170544,17.5858373635468,15.3705362118318,16.4184328830126,16.9468244834241,16.8261190794036,16.2727253017749,14.4986669968545,15.6352975605525
Utah,2006,496507,3381146,342862,1825910,1212374,3371338,1709307,821539,255128,504723,15.0308202561729,12.7450833128292,14.417589050861,14.0080909788682,14.3515985831796,13.6189346894653,12.4495206589847,13.1317650429167
Vermont,2006,90850,1725093,102791,1153104,469198,1711762,763591,410862,37607,59192,14.3530338073282,11.5404530795325,13.9579679946631,13.0587801331778,13.5457875844887,12.9260126706728,10.5349454822632,10.9885416766054
Virginia,2006,1213616,13153845,866982,5126114,7160749,13481336,7024659,3974403,538026,1298749,16.4168167683297,13.6727734943015,15.4498584252219,15.7841251424042,15.7649372310807,15.1953851061119,13.1956621651137,14.0769120514242
Washington,2006,1031668,9679682,801941,5899155,2978586,9915617,4826779,2852334,440909,1422488,16.1096215469459,13.5947903180577,15.59031967828,14.9069592492281,15.3896899294636,14.8636481644588,12.9965937839297,14.1679180090947
West Virginia,2006,279788,2814536,346628,1649661,818247,2852607,1569685,897874,184320,187462,14.8637438709702,12.756007437767,14.3160803702226,13.6149195259956,14.2663855202515,13.7077850256357,12.1244286564897,12.1413314371863
Wisconsin,2006,869596,9855692,580810,5066552,4208330,9779642,5290595,3064437,400780,545716,16.095813436024,13.2721789599754,15.4381710653134,15.2525764523781,15.48144127388,14.9353744236937,12.9011679273081,13.2098539728838
Wyoming,2006,86155,1150345,115937,507178,527230,1146527,571127,362807,34310,168214,13.9522479309374,11.6608022191061,13.1366173057701,13.175392164952,13.2553668807198,12.8016262914141,10.4431921358525,12.0329922573022
Alabama,2007,743273,7069040,689072,4070949,2309019,7196459,3653466,2174210,546077,687816,15.7890996574547,13.4431010438104,15.2193866997722,14.6523333169732,15.1111868640253,14.5921759381343,13.2105152704249,13.4412766392861
Alaska,2007,132197,1800616,282270,1052357,465989,1938755,927307,645857,60699,257723,14.4775565724509,12.5506193386689,13.8665429683245,13.051917307679,13.7400399655574,13.3783333960314,11.0136825024473,12.459640643725
Arizona,2007,969875,8724434,953861,4204089,3566484,8709531,3977800,2656438,403069,1436673,15.9799285012251,13.7682732375087,15.2515681810689,15.0870907944992,15.1962394606113,14.7924966856209,12.9068630421539,14.1778405817548
Arkansas,2007,474532,4415981,483689,3319030,613262,4779308,2337748,1378576,450454,470562,15.379806324113,13.0891974171839,15.0151831295284,13.3265475298054,14.6646986307739,14.1365616403165,13.018011242049,13.0616830040338
California,2007,6288686,72516936,7200298,42333637,22983001,73225422,34685013,20655194,3467540,10058842,18.1090532137205,15.7896329720187,17.5610925289574,16.9502654136775,17.3618182496033,16.8434773711678,15.0589559667931,16.1239626066663
Colorado,2007,790211,7689014,529854,3307016,3852144,8039146,3782300,2483095,286754,1083411,15.8998334166081,13.1803567758809,15.0115568301742,15.164140434379,15.1458428481641,14.7250163239276,12.5663799843276,13.8956249553757
Connecticut,2007,549230,8913149,386553,3299175,5227421,8685421,4610572,2503468,311943,913165,15.9771564308636,12.8650242656809,15.0091829951815,15.4694285977843,15.3438624853669,14.7331875285654,12.6505757577937,13.7246718661403
Delaware,2007,114678,1694929,102114,1071957,520858,1705204,825084,481610,68343,245757,14.3491953096363,11.5338451152227,13.8849965078681,13.1632327308031,13.6232404783155,13.0848899368808,11.1322944228621,12.4120985218357
District of Columbia,2007,56943,1148358,134700,0,1013658,1140506,491992,437772,40703,167103,13.9469825815432,11.8108053623985,-Inf,13.8290761281357,13.1062177351796,12.9894535058813,10.6140570787879,12.0263656677437
Florida,2007,2656176,28898362,2489027,11578932,14830403,29849892,13476109,8136539,1515095,5992654,17.2116917797059,14.7274024290209,16.2646977978766,16.5121898883909,16.4164289719294,15.9118754632871,14.2309887012303,15.6060449437506
Georgia,2007,1628409,17755989,1475463,7907177,8373349,17389530,9507096,4672304,757339,2271958,16.6713788589382,14.2044823968054,15.8832813860308,15.9405644819135,16.0675490251128,15.3571628698665,13.5375662525214,14.6361525727368
Hawaii,2007,180728,2985593,256696,2681049,47848,2199604,1177781,732536,151243,138044,14.6037879021266,12.4556477843459,14.8017186938135,10.7757845987244,13.9791427175914,13.5042677654234,11.9266430938304,11.8353277539002
Idaho,2007,262935,2011951,202977,1338182,470792,1960472,1069134,590192,86738,163583,14.4886958185416,12.2208479511123,14.1068225343362,13.0621716618704,13.8823595329466,13.2882031866719,11.3706473597106,12.0050757857711
Illinois,2007,2101075,23897153,1862627,7566377,14468149,23401917,11692204,7509591,834000,2082140,16.9683285000493,14.4374984148306,15.8392249111124,16.4874601705911,16.2744328528886,15.8316915615382,13.6339886813409,14.5489067689319
Indiana,2007,1034588,10458932,765168,5224450,4469314,11462062,5511104,3351081,448190,887670,16.2545531832573,13.5478506965415,15.4688600871167,15.3127454872509,15.5222755240355,15.0247935383163,13.012972528632,13.6963553312843
Iowa,2007,483122,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002,647628,15.4639720487373,12.8754008942296,14.6393473471027,14.7416419117035,14.7545912154186,14.2076999321904,12.3059270302327,13.3810717364167
Kansas,2007,468974,5038100,346441,2889107,1802552,4823931,2602503,1418802,199749,427238,15.3890997138043,12.7554678089435,14.8764580157996,14.4047139965462,14.7719842322083,14.1653234115226,12.2048168573582,12.9650965139831
Kentucky,2007,646360,6226696,677570,3557084,1992042,6351636,3184235,1877438,371495,755710,15.6642229754812,13.426268147432,15.084451666058,14.5046708012418,14.9737226297555,14.4454186394387,12.8252906840992,13.5354129836856
Louisiana,2007,662302,7048732,1234006,2911249,2903477,6657341,3430268,2140586,363037,618284,15.7112307135461,14.0257763456723,14.8840927566856,14.8814195422888,15.0481489502006,14.5765901812887,12.8022600364273,13.334703177806
Maine,2007,193539,2538161,198101,1081891,1258169,2501127,1459635,710785,111153,91361,14.7322519882586,12.1965322806295,13.8942209939425,14.0451680474423,14.1936969624293,13.4741252720574,11.6186629095814,11.4225739705392
Maryland,2007,851640,11674965,661677,4684827,6328461,11541225,6031042,3503877,474728,1170502,16.2614359659234,13.4025328004418,15.3598395466121,15.6605676365979,15.6124303564281,15.0693806276826,13.0704972874218,13.9729432745832
Massachusetts,2007,945070,14407777,754202,6485380,7168195,14315518,8053653,4248353,422102,951016,16.4768546816787,13.5334155156194,15.6850609707777,15.7851644375079,15.9016363352836,15.2620419363799,12.9530022699731,13.7652861657814
Michigan,2007,1686473,20576110,1541818,11383198,7651094,19839838,9608836,6721838,871870,1629007,16.8032024944651,14.2484727976051,16.2476489665161,15.8503592021142,16.0781936497811,15.7208721870065,13.6783956092084,14.3034811846897
Minnesota,2007,810104,9693509,546297,6267386,2879826,10030105,5048143,2405182,730882,1074228,16.1211016284775,13.2109180628805,15.6508699197786,14.8732404336203,15.4345310108527,14.6931361343344,13.5020073029932,13.8871128220233
Mississippi,2007,494135,4220926,712846,2214700,1293380,4158733,2160396,1296685,251539,379581,15.2407210185397,13.4770206872877,14.6106275121079,14.0727695047546,14.5858020961902,14.075321565644,12.4353533260824,12.8468232917782
Missouri,2007,910142,8908844,730811,3641310,4536723,9245525,4743390,2738098,485391,925265,16.0396502086437,13.5019101553705,15.1078540649779,15.3277155032226,15.3722626279183,14.8227740767393,13.0927100306936,13.7378354619516
Montana,2007,144258,1474306,190631,702476,581199,1442434,793711,463422,58824,100592,14.1818425224182,12.1580949012583,13.4623665159054,13.2728484900987,13.5844746941237,13.0463933650369,10.9823052138761,11.5188280106228
Nebraska,2007,287135,3234014,298196,992032,1943786,3117931,1673992,845739,131267,378827,14.9526801987848,12.6055062674066,13.8075106438112,14.4801481756385,14.3307217510476,13.6479660803509,11.7849886958759,12.844834915473
Nevada,2007,422782,4006081,277849,2266751,1461481,4346371,2047045,1216122,139918,731227,15.2848518020087,12.5348330796373,14.6338580866685,14.1949608631068,14.5319078477921,14.011177665423,11.8488118157081,13.5024792240421
New Hampshire,2007,198625,2600123,137058,936882,1526183,2608190,1395619,733978,70608,208008,14.7741670521358,11.8281594728839,13.7503126194589,14.2382804049996,14.1488486024182,13.5062343343954,11.1648987315093,12.2453318194823
New Jersey,2007,1363804,25293076,991769,10101279,14200028,25572112,13250745,8316185,868012,1997462,17.0570129406496,13.807245496247,16.1281726074575,16.4687544944005,16.399564335231,15.9337141739848,13.6739608184317,14.5073879326619
New Mexico,2007,327816,3272953,444466,2360542,467945,3279467,1610295,1103097,119933,396529,15.0031914671558,13.0046288405719,14.6744018116507,13.0561060466261,14.2919279499898,13.9136322363454,11.6946885325048,12.8905044573572
New York,2007,2754976,50762544,3269310,22845772,24647462,51253984,31465706,12638159,1318628,4216048,17.7523039095468,15.0000895114336,16.944276625361,17.0201844916916,17.2644088123206,16.352231287341,14.0921023600787,15.2544087543378
North Carolina,2007,1416028,13063307,1184934,7481148,4397225,12794086,6987589,3582953,642597,1166854,16.3644935908705,13.9851976347977,15.8278968141103,15.2964842181069,15.7596461333948,15.0916978787018,13.3732730571189,13.9698217963299
North Dakota,2007,96577,1045678,150165,355662,539851,1042175,523778,283833,69691,90844,13.8568204334513,11.9194899685217,12.78173612063,13.19904845454,13.16882320941,12.556141316018,11.1518264635906,11.4168990287155
Ohio,2007,1758645,22142424,1461326,9341723,11339375,21336580,10202242,6930905,876199,2595974,16.8759335285765,14.1948548006811,16.0500012685663,16.2437917401066,16.1381180580227,15.7515009542703,13.6833485130693,14.7694723413476
Oklahoma,2007,639032,5491931,650579,2782356,2058996,5505213,2688963,1732136,526547,502002,15.5212060194885,13.3856180146031,14.8388086087711,14.5377290433174,14.8046661753943,14.3648658869618,13.1740958753279,13.1263593827297
Oregon,2007,559643,5648586,526411,2908595,2213580,5634955,2999104,1908603,199410,293730,15.5444997196211,13.1738375554314,14.8831807046842,14.610121672358,14.9138241353559,14.4618821187968,12.2031182857037,12.5904162570162
Pennsylvania,2007,1760451,25334577,1821479,8593421,14919677,25627083,11994620,7333616,1022492,2533079,17.0591602799241,14.4151593664046,15.9665074684619,16.518191503712,16.2999687738875,15.8079792673662,13.8377533429076,14.7449461168117
Rhode Island,2007,147861,2100679,165167,817792,1117720,2082332,1177636,731694,85397,20234,14.5489989775,12.0147123622455,13.614363304522,13.9268014541028,13.9790195971416,13.5031176727565,11.355066250354,9.91511963676584
South Carolina,2007,701580,7130274,680718,3120416,3329140,7660995,3481608,2157719,384965,1290372,15.8516524288424,13.4309034024535,14.9534768842309,15.018224570344,15.0630048139952,14.5845622031614,12.8609077000465,14.0704411068596
South Dakota,2007,121158,1136570,174096,371645,590829,1096568,573916,335382,50283,105370,13.9076958604211,12.0673621501908,12.8256943765448,13.2892819144198,13.2602383231293,12.7230254596681,10.8254223267954,11.5652332445936
Tennessee,2007,978084,7617488,805633,3342186,3469669,7817659,4473035,2144367,414587,593354,15.8718957070904,13.5993835828047,15.022135641885,15.0595697583242,15.3135777071105,14.5783549618971,12.9350381229688,13.2935464644542
Texas,2007,4513835,44355326,4423644,15952564,23979118,45920825,21061312,12451077,2073350,6654163,17.6424292758421,15.3024743487837,16.585130126627,16.9926939262367,16.8629483609253,16.3373176831577,14.5446762146002,15.710753231804
Utah,2007,504079,3656090,343915,1977900,1334275,3618540,1816456,871613,266481,579188,15.1015811875315,12.7481498127998,14.4975462337695,14.1038986311389,14.4123979079443,13.67810079704,12.4930582254874,13.269382401607
Vermont,2007,89329,1836316,97086,1237083,502147,1804519,800453,439237,41603,70359,14.405804632242,11.4833524626279,14.028266746941,13.1266481844932,13.592933096391,12.9927944097093,10.6359275590338,11.1613659861297
Virginia,2007,1220440,14176385,890144,5796043,7490198,14700853,7630837,4338027,573603,1473546,16.5034160772763,13.6991385263733,15.5726860013048,15.829105790391,15.8477080958025,15.282930194416,13.2596927983794,14.2031822988606
Washington,2007,1026121,10350748,801339,6339782,3209627,10682397,5148806,3028183,463389,1624443,16.1841078045161,13.5940393574915,15.6623549409642,14.9816652889776,15.4542754010996,14.9234733276446,13.046322153107,14.3006755457564
West Virginia,2007,281298,2905489,353571,1677212,874706,2983267,1608247,941055,189649,228873,14.9085295666989,12.7758395928077,14.3326434490349,13.6816431088791,14.2906553238899,13.7547568653186,12.1529302742321,12.3409225435443
Wisconsin,2007,870584,10154985,574090,5175386,4405509,9988878,5459295,3147269,420699,467948,16.1169828320049,13.2605414574358,15.459424483706,15.2983663611878,15.5128302185052,14.9620456506267,12.9496728925851,13.0561124576154
Wyoming,2007,85034,1477891,111051,722364,644476,1390344,661713,428613,42353,246698,14.1450617565026,11.6177448342348,13.4902844459561,13.3761928624989,13.4025872061726,12.9683096928729,10.6537945358239,12.415920195472
Alabama,2008,742919,7726213,711391,4649053,2365769,7847387,3947003,2373070,564746,816799,15.8756911681043,13.474977487306,15.3521741009089,14.676613685618,15.1884671147156,14.6796950335079,13.2441313515252,13.6131483215419
Alaska,2008,130624,2188587,303399,1419318,465870,2274819,1113396,740000,65654,307512,14.6374110467625,12.6228040499122,14.1656870325151,13.0516619042313,13.9229253621258,13.5144054651804,11.0921538070447,12.6362693898575
Arizona,2008,987332,9272152,989340,4458836,3823976,9581201,4251747,2878922,443634,1571620,16.0753135074339,13.8047933331231,15.3103983033862,15.1568012769831,15.2628405152626,14.8729264764868,13.0027551771479,14.2676174924699
Arkansas,2008,476110,4608356,488378,3487063,632915,4720720,2388502,1462092,248189,463449,15.3674718883012,13.0988449751591,15.064570392601,13.3580914109092,14.6861769491574,14.1953788448086,12.421945831673,13.0464516255716
California,2008,6258421,74626928,7227456,43187637,24211835,76618865,36542347,22310865,3692956,9388155,18.1543538837624,15.7933976649952,17.5810648317013,17.0023521211679,17.4139823378312,16.9205843375083,15.121937779331,16.0549593462556
Colorado,2008,796824,8070129,543952,3398303,4127874,8884786,4221868,2765773,314078,1157579,15.9998509337434,13.206616286651,15.0387867473387,15.2332730624219,15.2557882420982,14.8328307198709,12.6573966416856,13.9618413131535
Connecticut,2008,544417,9322225,386592,3520752,5414881,9046750,4878853,2669596,313708,826090,16.0179161351564,12.8651251523193,15.0741851611209,15.5046614621831,15.4004207092193,14.7974377080664,12.6562178959256,13.6244590054053
Delaware,2008,114062,1694998,104304,1037624,553070,1746925,852701,494996,72590,241390,14.3733676574562,11.5550649911643,13.8524440420176,13.2232398547721,13.6561642374749,13.1123049607101,11.1925824502789,12.3941691617668
District of Columbia,2008,58191,1224312,85568,0,1138744,1224785,520090,439197,43032,202768,14.0182758763532,11.3570666604616,-Inf,13.9454364586072,13.1617571525046,12.992703338553,10.6696993039531,12.2198177473218
Florida,2008,2645680,30001821,2480218,11830218,15691385,31219589,14392625,8465282,1558863,5980134,17.2565563083269,14.7238570175037,16.2861676635109,16.5686223935986,16.4822264805734,15.9514838866389,14.2594672673344,15.6039535337025
Georgia,2008,1646010,18683630,1449557,8432720,8801353,19172087,10289480,5115445,813562,2703375,16.7689659771191,14.1867685504755,15.9476299351122,15.9904160176301,16.1466325720338,15.4477749526062,13.6091774166277,14.810011550375
Hawaii,2008,179897,2541703,310732,2154313,76658,2242408,1281836,742938,123179,94455,14.6230608464325,12.6466860833188,14.5829824371911,11.2471092493691,14.0638039831626,13.5183678747269,11.7213938610071,11.455878809591
Idaho,2008,265844,2151476,205035,1409151,537290,2001328,1124302,627415,94898,93431,14.5093215181738,12.2309359752549,14.1584979533431,13.1942932649673,13.9326729566209,13.3493634826455,11.4605579095603,11.44497847493
Illinois,2008,2099118,25431714,1996023,8357924,15077767,25696866,12676038,8161836,885452,2559210,17.0618795969042,14.5066672588332,15.9387206288642,16.5287318326565,16.3552239975796,15.9149797016316,13.6938535280729,14.7552091750809
