STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,log_total_exp,log_federal_rev,log_state_rev,log_local_rev,log_instruction_exp,log_support_services_exp,log_other_exp,log_capital_outlay_exp
Nebraska,1994,283962,1710913,101579,528743,1080591,1769248,1033858,447649,63108,173484,14.3860651555149,11.5285920998492,13.1782577704843,13.8930186716511,13.8488079938654,13.0117647221717,11.0526028233773,12.0638406550964
Nevada,1994,235800,1266549,56664,817216,392669,1344245,654272,406932,44739,184082,14.1113430751188,10.9448943674335,13.6136587207844,12.8807222967829,13.3912784461167,12.9164013742989,10.7086008834309,12.1231365894916
New Hampshire,1994,181688,1145147,37805,89556,1017786,1119762,648513,316069,38919,34260,13.92862672069,10.5401966479924,11.4026194069194,13.8331402378841,13.3824373287983,12.6637158231636,10.5692378422391,10.4417337718781
New Jersey,1994,651554,6957898,293378,3102722,3561798,6765105,3522248,2430560,268715,320715,15.7272883405309,12.5892171589212,14.9477903486984,15.08577603151,15.0746099800965,14.7036322414415,12.5014066173849,12.6783081572722
New Mexico,1994,286759,1342868,164101,982237,196530,1223759,622138,391385,63549,129528,14.0174378272431,12.0082373709048,13.7975879024133,12.188570370394,13.3409172120647,12.8774470092445,11.0595665408526,11.7716523529666
New York,1994,2702937,23933662,1442038,9092275,13399349,25359726,14829280,6782725,992378,1717307,17.0486728830585,14.1815679487683,16.0229357098676,16.4107166816514,16.5121141626995,15.7298894965735,13.8078593620736,14.3562679241297
North Carolina,1994,1131662,5648390,454682,3553217,1640491,5740906,3161072,1629603,362721,490626,15.5631275955616,13.027353552489,15.0833639482859,14.310506145236,14.9664217685404,14.3038469848356,12.8013892226851,13.1034374057333
North Dakota,1994,118778,603902,65506,247062,291334,621313,319014,158223,46522,50938,13.3395902597022,11.0898970204815,12.4173945962576,12.5822256542965,12.6729902679513,11.9717607093361,10.7476805979699,10.838364485886
Ohio,1994,1816817,10735756,537642,4271944,5926170,10780138,5785984,3675789,472696,658754,16.1932159248474,13.1949481901395,15.267579550922,15.5948886938456,15.5709489992189,15.1172783614632,13.0662077547189,13.3981054509255
Oklahoma,1994,316322,1518540,120788,839113,558639,1529205,765718,473061,116301,129800,14.2402585504825,11.7017922218002,13.640100660528,13.2332587474567,13.5485692347262,13.0669796232181,11.6639369369221,11.7737500832521
Oregon,1994,518425,3088542,212544,1215471,1660527,3191792,1719357,1068111,110201,223352,14.9760930725214,12.2669043047364,14.0106422139593,14.3226455798293,14.3574609416858,13.8814022256859,11.6100612500699,12.3165042812958
Pennsylvania,1994,1720681,13271564,686113,5132066,7453385,13701725,7100564,3795048,703486,963256,16.4330322952808,13.4387976161747,15.4510188651182,15.8241788495805,15.7756847754763,15.1492076169532,13.4638032548411,13.7780744913815
Rhode Island,1994,144918,1012987,48443,385626,578918,994885,642068,300816,14152,14866,13.8103824315716,10.7881431280367,12.8626232668313,13.2689161230368,13.3724494960662,12.6142540611326,9.55761123583962,9.60683200528524
South Carolina,1994,634415,3179542,285908,1470131,1423503,3156251,1646310,961618,211713,251078,14.9648954888374,12.5634253597307,14.2008620704306,14.1686312931796,14.3140469778447,13.7763725613899,12.2629868628899,12.4335189268111
South Dakota,1994,108439,507927,51846,126591,329490,525289,284638,148152,23351,52745,13.1717038663078,10.8560330650695,11.7487166961178,12.7053012834505,12.5589734764556,11.9059940527418,10.0583950887325,10.8732242601159
Tennessee,1994,857014,3535898,341912,1694595,1499391,3661470,2101003,996094,225590,270608,15.1133752640863,12.7423086729933,14.3429543321933,14.2205695836321,14.5579254077176,13.8115969096235,12.3264744713825,12.5084265582138
Texas,1994,3601627,19713604,1456330,8569649,9687625,19224149,9814470,6093204,936331,1717181,16.7716778070967,14.1914301304096,15.9637373329091,16.0863598557863,16.0993683852536,15.622684609714,13.7497243254251,14.3561945507477
Utah,1994,469811,1792011,125520,982848,683643,1846448,997141,413388,137271,256177,14.4287743514918,11.7402203874069,13.7982097584854,13.4351911305273,13.8126474632173,12.9321418982323,11.8297123531321,12.4536238908005
Vermont,1994,98377,892124,34989,219927,637208,869710,419793,203059,25011,38902,13.6759151017295,10.4627890053592,12.3010509520888,13.364851411867,12.9475170116227,12.2212518561903,10.1270710070787,10.5688009421666
Virginia,1994,1044721,6125739,372866,2399644,3353229,6276362,3271356,1883438,314439,587495,15.6523010712226,12.8289743847507,14.6908309509824,15.0254343201636,15.000715135817,14.4486093881315,12.6585453776457,13.2836230143259
Washington,1994,915952,5739012,327784,3978265,1432963,5968590,2918426,1741684,252127,840257,15.6020212765692,12.7001101338505,15.1963563525674,14.1752548865188,14.8865549878137,14.3703630192506,12.4376882077982,13.6414630764066
West Virginia,1994,313750,1854403,147289,1185501,521613,1843973,1051169,507996,116579,151404,14.4274330409091,11.9001519221334,13.9856760280132,13.1646812125969,13.8654134361711,13.1382288525139,11.6663244337621,11.9277070397157
Wisconsin,1994,843747,5682439,238786,2363863,3079790,5860230,3257526,1689034,193556,504767,15.5836994099297,12.3833230323163,14.6758077032061,14.9403719708071,14.9964785695303,14.3396673258419,12.173322155267,13.1318522156475
Wyoming,1994,100899,674921,38849,351472,284600,623146,344562,192234,21161,48647,13.3425361202337,10.5674376154388,12.769885328454,12.5588399646379,12.7500293242154,12.166468658937,9.95991514383477,10.792345420759
Alabama,1995,727480,3367437,328957,2161366,877114,3353363,1851700,888983,326956,243365,15.0254742808471,12.7036823221175,14.5862509871825,13.684392251504,14.4316146940259,13.6978333917035,12.6975808842509,12.4023176529757
Alaska,1995,125421,1117068,123037,710028,284003,1203817,515914,469085,37579,159146,14.0010078999433,11.7202404021275,13.4730596848596,12.5567400804678,13.1536953639066,13.0585392676808,10.5342006627145,11.9775772988726
Arizona,1995,735018,3815218,376437,1669173,1769608,4056279,1772388,1131046,226507,710135,15.2157766088697,12.8385059815435,14.3278388521553,14.3862686110956,14.3878383478038,13.9386534262429,12.3305311285049,13.4732103717881
Arkansas,1995,447757,2057550,197556,1244457,615537,2155067,1211057,598109,119934,160693,14.5833323715239,12.193777367436,14.0342098481639,13.3302503365286,14.0070040899659,13.3015282905703,11.6946968704587,11.9872509913494
California,1995,5299405,29512214,2612241,15541486,11358487,30097549,16146416,8603751,2181053,2669270,17.2199542978322,14.7757190315847,16.5590235225277,16.2454757757674,16.5972086635005,15.9677088289231,14.595318345668,14.7973155847539
Colorado,1995,639805,3709875,201341,1577988,1930546,3766191,1896225,1174299,115636,449501,15.1415747038542,12.212755266994,14.2716611757963,14.4733134224264,14.4553756256423,13.9761819317817,11.6582026054248,13.0158933575854
Connecticut,1995,489513,4420632,147466,1622686,2650480,4252186,2596475,1245242,137005,91833,15.2629437616076,11.9013529197163,14.2995933588944,14.7902513136354,14.7696653138743,14.0348404465021,11.8277727004947,11.4277269891363
Delaware,1995,106813,802018,51682,510473,239863,772669,431433,236288,35495,50074,13.5576060340539,10.8528648373981,13.143093025864,12.3878232060034,12.9748675051437,12.3728066789824,10.4771471204735,10.8212571902897
District of Columbia,1995,80450,700111,65527,0,634584,708224,336543,301371,38207,32103,13.4705157068177,11.0902175504271,-Inf,13.360724945081,12.7264812059357,12.6160973428944,10.5507740238805,10.3767047626951
Florida,1995,2107514,13242710,938814,6519109,5784787,13473977,6113051,4077880,951023,2070572,16.41627075351,13.7523726555023,15.6902482681228,15.5707420985717,15.6259365518519,15.2210878034943,13.7652935263034,14.5433354555723
Georgia,1995,1270948,7052825,458452,3652134,2942239,7292267,3813194,2009750,442434,898969,15.8023250295794,13.0356108759944,15.1108222122473,14.8946814140975,15.1539777161187,14.5135208941902,13.0000465797634,13.7090038301006
Hawaii,1995,183869,1173579,82547,1062296,28736,1157159,636952,328579,96922,94706,13.9614784211073,11.3211231070768,13.8759431613464,10.2659059711019,13.3644495784969,12.7025325750568,11.4816618102933,11.4585326351397
Idaho,1995,240448,1083215,80861,665768,336586,1108075,602038,301143,46107,134550,13.9181348335292,11.3004869101725,13.4086965404868,12.7266089674793,13.3080758452224,12.6153405139713,10.7387200612754,11.8096911561551
Illinois,1995,1897161,12236673,686758,4100518,7449397,11821661,6031588,3778799,457236,1023865,16.2854440846043,13.4397372529614,15.2266238651575,15.8236436474826,15.6125208839499,15.1449167922428,13.0329549479604,13.839095239953
Indiana,1995,966622,6514934,292362,3335998,2886574,6377558,3145120,1760003,290661,643725,15.6682958234295,12.585748039452,15.0202824429402,14.8755808897386,14.9613626031916,14.3808260715583,12.5799129186201,13.3750268952545
Iowa,1995,498837,3076971,141050,1381253,1554668,3100772,1614502,872640,127943,209808,14.9471616707101,11.8568697164301,14.1385016161915,14.2567725759769,14.2945371079533,13.6792783786394,11.7593401312207,12.2539481057712
Kansas,1995,460905,2826943,137424,1613143,1076376,2756682,1407359,881083,162631,177250,14.8295383405896,11.830826316006,14.2936950078585,13.8891104010423,14.157225456358,13.6889071116045,11.9992391098306,12.0853164443944
Kentucky,1995,639992,3508673,312742,2218928,977003,3415870,1890546,1112902,211275,143259,15.0439427769604,12.6531338484656,14.6125347543401,13.7922450016446,14.4523762342044,13.9224815760666,12.2609158814127,11.8724094598286
Louisiana,1995,797061,3791795,449360,1999375,1343060,3735603,2050103,1081590,289366,219314,15.1334198093012,13.0155796272063,14.5083451896859,14.1104611506057,14.5334005937548,13.893942738666,12.5754476018271,12.2982597718576
Maine,1995,212154,1446745,78233,652626,715886,1438795,833366,391838,63055,70968,14.1793165156794,11.2674468324035,13.3887595029852,13.4812762153892,13.633228200402,12.8786037680488,11.05176264039,11.1699843502004
Maryland,1995,790938,5580123,270249,2059219,3250655,5610071,3064702,1768323,253194,458731,15.5400739333903,12.5070990352171,14.5378373426657,14.9943670724613,14.935460895872,14.3855421978012,12.4419112722889,13.0362192605995
Massachusetts,1995,893727,7326904,265878,2095327,4965699,6706082,3681274,1840847,217956,259982,15.7185254337892,12.4907928359368,14.5552201850771,15.4180646310506,15.1187694458854,14.4257363497546,12.2920484865374,12.4683676768319
Michigan,1995,1604527,12500208,692600,8053624,3753984,12477806,6162390,3915929,947067,753611,16.3394621041686,13.4482079109505,15.9016327344267,15.1383282339991,15.6339752472752,15.1805631517225,13.7611251194016,13.5326315987407
Minnesota,1995,816695,5744447,235069,2919940,2589438,6155324,3109813,1526879,523268,662497,15.6328279563452,12.3676343670505,14.8870736260881,14.7669514217133,14.9500731537303,14.2387363407206,13.1678490400988,13.4037713085304
Mississippi,1995,503301,2118973,310290,1185162,623521,2160068,1189394,569686,164815,204426,14.5856502606463,12.64526262304,13.9853900320683,13.343137724369,13.9889544916816,13.2528406108292,12.012578911733,12.2279613307878
Missouri,1995,862505,4852467,313295,2276277,2262895,4957215,2573557,1449433,262319,526263,15.41635464907,12.6549005176683,14.6380517715681,14.6321555249533,14.7607995466542,14.1866830034401,12.4773165993734,13.1735563667615
Montana,1995,164109,911284,89446,449477,372361,899635,523380,281496,36492,46881,13.709744404491,11.4013903702176,13.0158399636203,12.8276190927999,13.1680630566553,12.5478735168695,10.5048483374654,10.7553677550814
Nebraska,1995,285836,1832463,102783,560994,1168686,1874253,1041372,470308,66223,242244,14.4437207380043,11.5403752486783,13.2374654892605,13.9713905987274,13.8560496324664,13.0611430782073,11.1007831136087,12.3977007616444
Nevada,1995,250749,1367710,65007,860823,441880,1381200,705709,438671,48399,126131,14.138463244498,11.0822502353871,13.6656441873636,12.9987936309862,13.4669582502022,12.99150498057,10.7872344313343,11.7450763283777
New Hampshire,1995,186239,1197945,35162,83613,1079170,1232465,676601,347776,40081,80404,14.0245267869298,10.4677212330027,11.3339542893759,13.8917027851201,13.4248370133058,12.759313873346,10.5986576855473,11.2948192051733
New Jersey,1995,1171658,11870183,397612,4369467,7103104,11961696,6065026,4166818,491691,719638,16.2972201024533,12.8932319343956,15.2901515916697,15.7760424295734,15.6180493872431,15.2426632329449,13.1056057493887,13.4865035867793
New Mexico,1995,327253,1646265,205847,1215392,225026,1540683,774207,494348,79707,171166,14.2477363825634,12.2348884533731,14.0105772164666,12.3239712300661,13.5595945586761,13.1109950016005,11.2861126902816,12.0503891248357
New York,1995,2738361,25063999,1368074,9932669,13763256,26540967,15693535,6970608,945437,1811288,17.0942000217735,14.1289144692689,16.1113397813764,16.4375129903845,16.568759402073,15.7572130099223,13.7594025334487,14.4095487523832
North Carolina,1995,1155248,6076939,443689,3867404,1765846,6217951,3417870,1737660,387340,564673,15.6429509892224,13.0028791455339,15.1680940388847,14.3841404536257,15.0445281079964,14.3680499385123,12.8670581392817,13.2440020815198
North Dakota,1995,119288,642234,72116,256507,313611,621904,327382,159739,50761,39515,13.3405410189735,11.1860312126621,12.4549112336689,12.6559086433738,12.6988829637884,11.981296512279,10.8348836221859,10.5844356256391
Ohio,1995,1829761,11368650,675770,4385097,6307783,11330046,6041768,3905229,510503,678965,16.2429686930136,13.4236080604451,15.2937223044103,15.6572948257124,15.61420724231,15.1778269823022,13.1431517931612,13.4283248588205
Oklahoma,1995,609743,3156526,274027,1804537,1077962,3180275,1623941,921572,291242,295180,14.9724782290048,12.5209819206614,14.4058146071496,13.8905827793659,14.3003664689945,13.7338361865178,12.5819098156736,12.5953406187358
Oregon,1995,519284,3302062,224156,1521849,1556057,3255984,1789292,1060444,112701,213860,14.9960050920876,12.3200975170148,14.2354366009182,14.2576656154403,14.3973305688478,13.8741982463121,11.632493573103,12.2730768743107
Pennsylvania,1995,1741698,13957035,714271,5401558,7841206,14135826,7562476,3908949,550426,963078,16.4642229839076,13.4790177211309,15.5021979884396,15.8749032070271,15.8387092077625,15.1787790978749,13.2184478028577,13.7778896843849
Rhode Island,1995,146609,1089859,55060,434056,600743,1056716,677240,308559,27613,18871,13.8706765437927,10.9161787786966,12.9809288370167,13.3059225014293,13.4257809942422,12.6396683520161,10.2260419553055,9.8453816311291
South Carolina,1995,638880,3389646,288860,1550416,1550370,3286673,1707358,998972,232372,262152,15.0053863648865,12.5736974206552,14.2540338399828,14.2540041700862,14.3504577044506,13.8144820292099,12.3560948147737,12.4766797671915
South Dakota,1995,135494,684882,65762,179725,439395,693964,380309,199942,30140,68754,13.4501753649446,11.0937974428929,12.0991831838521,12.9931540597145,12.8487393591635,12.205782603472,10.3136084721805,11.1382901956545
Tennessee,1995,870594,3870164,332765,1855788,1681611,3958973,2245634,1020793,221723,394695,15.191495206161,12.7151918141294,14.4338199616663,14.3352628204726,14.6244984446348,13.8360903341824,12.3091841340213,12.8858685937217
Texas,1995,3670007,20483376,1496378,8718907,10268091,20198924,10652067,5778548,1087321,2104954,16.8211398936259,14.2185580793967,15.9810044439922,16.1445516834193,16.1812645157948,15.5696629980171,13.8992274306961,14.5598041721283
Utah,1995,472589,1953833,134118,1055987,763728,2045331,1069735,435270,143824,348647,14.5310701925521,11.8064752884499,13.8699864325665,13.5459669838157,13.882921512213,12.9837218071778,11.8763456088132,12.7618152279943
Vermont,1995,100317,934916,33672,224946,676298,891398,415719,208906,24883,36040,13.7005462958304,10.4244219104504,12.3236156523819,13.4243890862912,12.9377648302342,12.2496396690087,10.1219401183622,10.4923847117223
Virginia,1995,1060809,6354418,368088,2522258,3464072,6590998,3452911,1959389,337469,602745,15.7012153365907,12.8160773189987,14.7406650900368,15.0579553336679,15.0547282013513,14.4881432479135,12.7292289332242,13.3092495006959
Washington,1995,938314,5985425,345792,4091373,1548260,6200754,3078586,1833862,265076,785601,15.6401814555243,12.7535927172037,15.2243911685069,14.2526422776847,14.9399809586262,14.4219346836022,12.4877718563041,13.574204308934
West Virginia,1995,310231,1916605,155738,1210730,550137,1925100,1104307,540560,128462,134365,14.4704884724067,11.9559303871325,14.0067340414423,13.2179226170998,13.9147285468723,13.2003609182261,11.7633884197393,11.8083152564902
Wisconsin,1995,865374,6006745,248319,2621263,3137163,6056854,3425341,1767790,204052,426714,15.6167010813305,12.422469488907,14.7791668206519,14.9588294462947,15.0467115867663,14.3852407368445,12.2261301423052,12.9638692785746
Wyoming,1995,100314,634237,42456,303913,287868,642935,357039,198669,21975,48915,13.373798909463,10.6562235245077,12.6244967552193,12.5702573207179,12.7856002984926,12.1993954022769,9.99766072255338,10.7978393768915
Alabama,1996,735912,3365113,334858,2138717,891538,3572283,1987018,935115,322883,286699,15.0887154451638,12.7214618403474,14.5757166744962,13.7007033401666,14.5021455803757,13.74842479536,12.6850453074818,12.5661881638989
Alaska,1996,126189,1120346,123505,706116,290725,1240031,636959,365085,38996,179297,14.0306469372687,11.7240369200606,13.4675348089276,12.5801330821612,13.3644605682756,12.8078854821654,10.5712143557492,12.0967989277187
Arizona,1996,764681,4143304,378917,1798363,1966024,4391555,1860007,1193260,220650,877190,15.2951939364554,12.8450724627197,14.4023873646265,14.4915237871427,14.4360908091232,13.9921996153065,12.3043330146977,13.6844788955521
